id,total_area,total_buildings,total_area_adm2,total_buildings_adm2
5367,2510.1725,100,4709504.632400045,92056
12435,1157.1061999999995,55,6063750.6400000695,130010
9363,3311.8409999999985,161,2035082.3115999976,32393
9364,3311.8409999999985,161,1568223.052299989,22862
5855,4038.6733,166,3477389.9073999855,53308
5856,4038.6733,166,4133096.9898999697,66392
3707,1270.3692,43,9890180.899499815,179876
12532,13434.2716,300,4285445.744199992,88997
7003,368.04830000000004,16,2677898.4160999767,49925
3281,2739.040799999999,100,4211450.142600003,85861
3316,1861.3918,56,3477389.9073999855,53308
3473,735.8232000000002,33,2899320.5089000068,71008
3474,735.8232000000002,33,1769334.0413999925,38144
15233,3095.352499999999,163,3477111.754199985,85601
3701,9711.033099999991,257,1769334.0413999925,38144
12540,675.9668,38,5228787.03699996,102951
13508,3706.7015000000006,94,6063750.6400000695,130010
14177,4994.1179,185,3477111.754199985,85601
9841,8571.060000000001,174,2973187.7172000166,44655
7454,1627.6378999999997,60,2677898.4160999767,49925
13327,1442.6464000000003,103,4285445.744199992,88997
13328,1442.6464000000003,103,3477111.754199985,85601
3699,379.06570000000005,21,1769334.0413999925,38144
5047,4866.9697,146,1769334.0413999925,38144
5091,1276.1518000000003,74,6063750.6400000695,130010
5674,2663.4275000000002,76,4496622.037400065,77870
5675,2663.4275000000002,76,3490572.386799999,74863
9033,1124.3888000000002,52,3234132.847500009,52632
1718,9367.158999999998,248,9890180.899499815,179876
3725,702.9835,51,9890180.899499815,179876
7538,803.3223,30,4133096.9898999697,66392
8425,386.59040000000005,16,2677898.4160999767,49925
6877,3939.5439,162,4496622.037400065,77870
6878,3939.5439,162,4780709.333399998,78805
4257,1021.3435000000001,49,5404839.839799935,120468
7519,801.1727000000001,43,3234132.847500009,52632
4317,545.1976999999999,9,2503710.2219999954,36841
9061,226.00660000000002,13,2973187.7172000166,44655
4613,1651.4655999999998,79,9890180.899499815,179876
6732,917.3420999999998,52,2677898.4160999767,49925
3784,400.7828999999999,22,4709504.632400045,92056
1183,13696.1125,395,2087560.6372999835,49791
14628,894.4969,33,3477111.754199985,85601
9987,1507.9885000000004,69,3356349.222799971,96793
2215,2252.4037999999996,102,4211450.142600003,85861
13242,7328.538700000002,130,2393371.7551000016,41959
12269,2433.2266,57,5228787.03699996,102951
7535,1077.6838000000002,29,4133096.9898999697,66392
6578,939.2412,28,4133096.9898999697,66392
12409,1590.6443,74,5228787.03699996,102951
8168,452.2187,25,3356349.222799971,96793
4883,1894.7355999999986,103,4211450.142600003,85861
9723,528.3483000000001,20,3356349.222799971,96793
9724,528.3483000000001,20,2677898.4160999767,49925
3349,3823.917100000001,146,5404839.839799935,120468
14072,9252.593800000004,297,3477111.754199985,85601
121,5489.4022,222,1490683.1229000106,48635
1153,2481.3434999999995,125,927804.3632000035,29753
10822,2196.6059000000005,76,6063750.6400000695,130010
7678,763.0866,32,3356349.222799971,96793
7679,763.0866,32,2677898.4160999767,49925
10089,1459.8930999999995,58,2973187.7172000166,44655
11784,1035.1055000000003,41,13275166.61959999,165410
11785,1035.1055000000003,41,6063750.6400000695,130010
11786,1035.1055000000003,41,4633411.748299901,88044
15238,986.4567000000001,55,3477111.754199985,85601
9471,526.6108999999999,17,4285445.744199992,88997
9472,526.6108999999999,17,2677898.4160999767,49925
11590,792.5797000000001,53,3234132.847500009,52632
8172,1285.0853999999997,70,2677898.4160999767,49925
8759,1421.4009,50,6063750.6400000695,130010
9499,2262.7320999999997,90,4633411.748299901,88044
5307,5195.194100000002,87,9890180.899499815,179876
8332,3637.8356000000003,85,7614076.459100063,127972
8232,2674.3130000000006,94,6063750.6400000695,130010
2393,862.2266000000002,53,9890180.899499815,179876
15026,1985.5999000000002,73,5228787.03699996,102951
13353,4046.8708,64,5228787.03699996,102951
13720,4558.198400000004,120,3477111.754199985,85601
12383,351.2400999999999,15,3356349.222799971,96793
3551,897.8738000000001,32,3477389.9073999855,53308
2027,1550.9816,64,3477389.9073999855,53308
14716,1861.7361000000003,79,3477111.754199985,85601
14717,1861.7361000000003,79,5228787.03699996,102951
2233,187.66039999999998,6,3477389.9073999855,53308
8577,11726.212800000005,243,7614076.459100063,127972
8578,11726.212800000005,243,2035082.3115999976,32393
8579,11726.212800000005,243,1568223.052299989,22862
8580,11726.212800000005,243,4780709.333399998,78805
4839,3558.230200000001,80,1769334.0413999925,38144
10607,988.5924999999999,39,2973187.7172000166,44655
9288,861.0362000000001,46,3234132.847500009,52632
7517,752.5373,37,3234132.847500009,52632
4905,1642.7816999999998,88,3477389.9073999855,53308
1252,774.1229000000001,32,927804.3632000035,29753
2604,3299.0766000000003,83,4211450.142600003,85861
2605,3299.0766000000003,83,9890180.899499815,179876
10123,8501.432199999997,164,5580689.679099988,66088
10124,8501.432199999997,164,5692150.617499987,76981
1454,632.9698,23,3877497.768100021,79572
7752,1266.9144999999999,46,3234132.847500009,52632
8027,1814.6249000000003,48,4133096.9898999697,66392
8028,1814.6249000000003,48,2973187.7172000166,44655
11838,6143.667099999998,107,3913823.806299989,56650
1575,3613.039200000001,95,2899320.5089000068,71008
1576,3613.039200000001,95,3877497.768100021,79572
14786,1866.7609,38,3477111.754199985,85601
11583,1059.3761,27,3234132.847500009,52632
1108,2997.9617000000007,109,2334409.3442000058,50307
3968,522.4029,25,4211450.142600003,85861
9572,817.0672,22,2973187.7172000166,44655
1946,460.37570000000005,31,2899320.5089000068,71008
1947,460.37570000000005,31,927804.3632000035,29753
12803,1488.9750999999994,76,5228787.03699996,102951
14476,7214.159200000002,173,5228787.03699996,102951
4487,2941.209900000001,119,5404839.839799935,120468
9518,4537.026600000002,144,13275166.61959999,165410
4630,2653.9227,79,9890180.899499815,179876
3156,5959.704300000004,214,4369659.935299989,71070
3157,5959.704300000004,214,4750814.667200039,84441
2289,18793.4217,328,5496198.666799969,82377
11332,1388.2731999999996,121,6063750.6400000695,130010
1398,8182.476100000001,301,4211450.142600003,85861
1399,8182.476100000001,301,2334409.3442000058,50307
734,2692.8296999999993,98,3877497.768100021,79572
735,2692.8296999999993,98,1939233.2433999968,69280
1837,1795.0443,39,9890180.899499815,179876
8080,5363.670400000001,77,4780709.333399998,78805
12577,3818.6383000000014,126,6063750.6400000695,130010
3062,784.3309000000002,39,4211450.142600003,85861
11018,2843.2808999999993,123,4285445.744199992,88997
10517,2103.2366,119,4285445.744199992,88997
5560,1247.8912999999998,76,6063750.6400000695,130010
7992,500.42470000000014,32,6063750.6400000695,130010
7993,500.42470000000014,32,3234132.847500009,52632
2465,2542.144300000001,115,4709504.632400045,92056
2869,809.0883,43,3477389.9073999855,53308
1734,5554.841899999998,175,4211450.142600003,85861
792,1906.8518999999994,90,3877497.768100021,79572
793,1906.8518999999994,90,1939233.2433999968,69280
825,12527.00969999998,460,2029721.9122000062,60235
5381,2308.5313000000006,76,4709504.632400045,92056
5382,2308.5313000000006,76,4657818.107100053,85818
10050,4208.086999999999,98,6063750.6400000695,130010
12147,9886.231299999998,177,6063750.6400000695,130010
6467,1197.7890000000002,89,2710634.640100001,67083
6468,1197.7890000000002,89,1769334.0413999925,38144
12523,630.1202,26,4285445.744199992,88997
12686,42.0511,4,2393371.7551000016,41959
1592,6355.495699999999,193,9890180.899499815,179876
1593,6355.495699999999,193,2087560.6372999835,49791
6025,880.3914999999998,53,4633411.748299901,88044
2639,764.1221999999999,35,3477389.9073999855,53308
1877,1974.1245,61,4709504.632400045,92056
7513,1034.1227,50,6063750.6400000695,130010
8841,8437.609199999999,169,1568223.052299989,22862
8842,8437.609199999999,169,3142890.832699973,44808
11757,3703.6714999999995,113,4633411.748299901,88044
13218,1315.6784000000002,58,5228787.03699996,102951
11387,2462.4746000000005,66,5580689.679099988,66088
6980,248.7739,11,2677898.4160999767,49925
10789,4417.5911,174,4633411.748299901,88044
3674,3483.6137,76,2710634.640100001,67083
3675,3483.6137,76,2899320.5089000068,71008
13482,615.4264,31,5228787.03699996,102951
7225,782.9286000000002,29,2677898.4160999767,49925
11073,3087.591699999999,111,6063750.6400000695,130010
12129,1574.0680000000007,94,2393371.7551000016,41959
11614,1839.3734000000002,103,5580689.679099988,66088
10029,2314.7946,79,4633411.748299901,88044
5813,2669.6441999999997,81,6063750.6400000695,130010
5814,2669.6441999999997,81,4211450.142600003,85861
10070,1182.4636999999996,55,3234132.847500009,52632
13838,103.9219,8,3477111.754199985,85601
8274,5704.221600000002,113,4133096.9898999697,66392
8275,5704.221600000002,113,2973187.7172000166,44655
3223,663.6165,38,2899320.5089000068,71008
5502,67.2238,5,1769334.0413999925,38144
9593,1294.4835000000003,42,5580689.679099988,66088
4468,3531.3106000000007,139,4709504.632400045,92056
4401,4519.3265,159,9890180.899499815,179876
7920,486.504,17,3356349.222799971,96793
10017,2058.0000999999993,82,4633411.748299901,88044
3308,1311.9073,76,3477389.9073999855,53308
10885,5918.5761,110,5580689.679099988,66088
11505,2996.789,80,3356349.222799971,96793
11506,2996.789,80,4285445.744199992,88997
14957,2314.2881000000007,84,5228787.03699996,102951
1616,3908.4945000000002,54,4211450.142600003,85861
4585,1484.7182999999993,87,2710634.640100001,67083
3532,741.8590999999999,45,3477389.9073999855,53308
3533,741.8590999999999,45,4211450.142600003,85861
8963,2114.3942,71,4285445.744199992,88997
8964,2114.3942,71,2677898.4160999767,49925
549,3257.0775000000003,109,2029721.9122000062,60235
550,3257.0775000000003,109,1939233.2433999968,69280
551,3257.0775000000003,109,927804.3632000035,29753
12924,3167.499199999999,96,4285445.744199992,88997
9551,1771.9360999999997,52,3234132.847500009,52632
3971,842.1566999999999,28,4211450.142600003,85861
3081,743.1865,37,3477389.9073999855,53308
3849,3459.6270000000004,107,3606248.4461999945,68985
3850,3459.6270000000004,107,4661382.755300033,74915
14475,4003.983999999999,83,5228787.03699996,102951
2863,274.45879999999994,8,3477389.9073999855,53308
2052,1584.5256000000002,67,4709504.632400045,92056
13983,2228.7603,81,5228787.03699996,102951
10084,820.5571000000002,37,2973187.7172000166,44655
6880,4209.3655,79,4496622.037400065,77870
5634,7529.6879999999965,246,4709504.632400045,92056
5635,7529.6879999999965,246,4657818.107100053,85818
4779,12417.355899999995,189,4453984.292599953,68839
4780,12417.355899999995,189,11968283.436900381,179184
4450,4651.452500000002,120,3477389.9073999855,53308
23,6221.339999999997,202,1490683.1229000106,48635
2585,4891.4733000000015,151,9890180.899499815,179876
2586,4891.4733000000015,151,2087560.6372999835,49791
10350,417.50640000000004,15,2973187.7172000166,44655
2862,2020.4059999999997,61,3477389.9073999855,53308
12673,762.8943999999998,40,5228787.03699996,102951
10621,3090.7611999999995,94,5580689.679099988,66088
7683,767.1007999999998,42,2677898.4160999767,49925
7688,1958.6550000000007,95,2677898.4160999767,49925
7941,1000.7913,49,2677898.4160999767,49925
5061,423.25640000000004,21,9890180.899499815,179876
4703,1681.5501000000004,90,4709504.632400045,92056
8524,437.10249999999996,24,2973187.7172000166,44655
9296,186.00329999999997,6,3234132.847500009,52632
3814,4001.5664,103,5404839.839799935,120468
4548,2846.531200000001,68,2503710.2219999954,36841
3333,3932.473100000001,152,4709504.632400045,92056
8280,1628.0357000000004,54,4133096.9898999697,66392
8281,1628.0357000000004,54,2973187.7172000166,44655
8282,1628.0357000000004,54,4657818.107100053,85818
2385,11782.767800000001,244,9890180.899499815,179876
5551,197.077,8,9890180.899499815,179876
1275,5332.5868,161,2087560.6372999835,49791
8481,4328.0734999999995,134,6063750.6400000695,130010
2211,1770.4312000000002,67,4211450.142600003,85861
8470,7063.407900000005,243,6063750.6400000695,130010
8243,1264.7440000000001,54,3234132.847500009,52632
11297,5904.830099999995,181,4633411.748299901,88044
6464,273.36889999999994,22,2710634.640100001,67083
11129,4607.179200000002,108,2973187.7172000166,44655
11130,4607.179200000002,108,5580689.679099988,66088
12433,2654.4923000000013,137,6063750.6400000695,130010
14807,1604.0768,79,5228787.03699996,102951
13631,3785.230500000002,90,2393371.7551000016,41959
7578,1668.4245999999996,45,2989647.977599972,43949
6722,695.4689,28,1769334.0413999925,38144
6238,233.22299999999998,14,1769334.0413999925,38144
6239,233.22299999999998,14,2677898.4160999767,49925
3005,878.4251999999999,45,2899320.5089000068,71008
3927,2223.3438999999985,103,1769334.0413999925,38144
13848,2017.6480999999999,69,3477111.754199985,85601
10859,416.4135,22,2973187.7172000166,44655
3410,921.0324999999999,62,2503710.2219999954,36841
8977,1416.5718,46,4633411.748299901,88044
11817,2323.0506,160,3234132.847500009,52632
12086,1755.6548000000003,93,3356349.222799971,96793
12087,1755.6548000000003,93,4285445.744199992,88997
4848,2373.3185000000008,140,9890180.899499815,179876
5809,1256.5617999999997,77,6063750.6400000695,130010
14298,3778.933799999999,88,5228787.03699996,102951
9470,485.32939999999996,21,2677898.4160999767,49925
10509,3091.906100000001,144,4285445.744199992,88997
3277,580.0835,37,4211450.142600003,85861
5556,3802.396200000001,215,6063750.6400000695,130010
5557,3802.396200000001,215,9890180.899499815,179876
5535,1200.4765000000002,69,9890180.899499815,179876
5536,1200.4765000000002,69,4633411.748299901,88044
11570,2885.6157,114,6063750.6400000695,130010
4826,2575.9748000000004,118,1769334.0413999925,38144
13231,7954.188500000003,164,2393371.7551000016,41959
12525,3868.0665,114,4285445.744199992,88997
4249,2707.903099999999,130,4709504.632400045,92056
9087,1460.3328999999999,34,5580689.679099988,66088
14387,5504.392599999999,119,5228787.03699996,102951
5092,6400.301200000001,168,6063750.6400000695,130010
10325,866.9542999999996,38,3234132.847500009,52632
1853,2289.5748000000003,81,4211450.142600003,85861
12434,1810.9818999999998,106,6063750.6400000695,130010
893,3533.7451000000024,120,927804.3632000035,29753
10261,2235.5431999999996,104,4285445.744199992,88997
2486,7818.089200000001,149,5496198.666799969,82377
10251,3305.4642,146,4285445.744199992,88997
9560,600.6105,19,3234132.847500009,52632
9561,600.6105,19,2973187.7172000166,44655
1675,1644.1515000000002,38,3877497.768100021,79572
6844,5178.526000000001,116,4657818.107100053,85818
9578,54.503099999999996,3,2973187.7172000166,44655
11055,4574.294400000001,142,4633411.748299901,88044
11325,1389.3956999999994,66,6063750.6400000695,130010
5595,2259.3377,108,3477389.9073999855,53308
1850,4111.8075,142,4211450.142600003,85861
2483,784.5094,28,5496198.666799969,82377
2789,795.4223,54,2899320.5089000068,71008
15130,1273.0838,71,3477111.754199985,85601
8181,1685.3279999999997,78,2677898.4160999767,49925
12798,776.7585000000003,42,4285445.744199992,88997
12799,776.7585000000003,42,5228787.03699996,102951
2151,2964.611200000001,108,2899320.5089000068,71008
8085,8971.752199999994,192,4496622.037400065,77870
8086,8971.752199999994,192,7614076.459100063,127972
6116,9151.019899999996,194,4657818.107100053,85818
13072,1908.5775,105,5228787.03699996,102951
12520,649.6866000000001,44,3356349.222799971,96793
12521,649.6866000000001,44,4285445.744199992,88997
4388,1045.4297,46,9890180.899499815,179876
8734,1328.1433,60,6063750.6400000695,130010
8735,1328.1433,60,4633411.748299901,88044
11515,4503.4486000000015,127,4285445.744199992,88997
3227,1955.8904000000018,116,2899320.5089000068,71008
15017,4145.452699999998,141,3477111.754199985,85601
3017,1409.4771000000005,87,2899320.5089000068,71008
4448,770.6146000000001,38,3477389.9073999855,53308
14624,191.1165,15,3477111.754199985,85601
12691,6494.036800000002,171,2393371.7551000016,41959
12120,1148.6583,56,5228787.03699996,102951
12121,1148.6583,56,2393371.7551000016,41959
3788,13582.854900000002,139,4709504.632400045,92056
10121,3639.8465999999994,88,5580689.679099988,66088
10867,573.9730999999999,21,2973187.7172000166,44655
8757,1157.6192999999998,43,6063750.6400000695,130010
5071,4050.588900000001,152,9890180.899499815,179876
14479,1419.2266000000002,71,5228787.03699996,102951
2694,5086.373199999999,71,5496198.666799969,82377
3229,1862.9172999999998,73,2899320.5089000068,71008
1117,4972.080199999998,194,4211450.142600003,85861
1194,6750.7471,200,2334409.3442000058,50307
8079,1375.5111999999997,31,4780709.333399998,78805
4370,1415.9650000000001,82,1769334.0413999925,38144
4875,764.3748999999997,46,6063750.6400000695,130010
5140,3358.1195000000007,160,4709504.632400045,92056
1673,4616.516999999998,165,3877497.768100021,79572
1674,4616.516999999998,165,927804.3632000035,29753
1964,4795.386500000001,129,2899320.5089000068,71008
10106,2522.5544,105,5580689.679099988,66088
681,6028.047000000001,175,1939233.2433999968,69280
4256,3662.5288000000005,154,5404839.839799935,120468
4845,3857.0242,87,9890180.899499815,179876
3113,3058.278499999999,155,4709504.632400045,92056
12542,4682.324300000002,163,5228787.03699996,102951
1885,10739.199699999994,187,5496198.666799969,82377
5080,5391.822999999999,183,9890180.899499815,179876
7099,5421.3600000000015,169,4657818.107100053,85818
2017,11027.983899999994,170,4211450.142600003,85861
7109,2945.527899999999,115,2989647.977599972,43949
11316,5042.0057,155,6063750.6400000695,130010
5066,1283.8008999999997,69,9890180.899499815,179876
1805,327.498,24,2899320.5089000068,71008
12958,3184.5299,68,2393371.7551000016,41959
11270,22094.91889999999,313,4285445.744199992,88997
9601,17958.91050000001,334,5580689.679099988,66088
2801,11591.987,277,9890180.899499815,179876
2802,11591.987,277,2087560.6372999835,49791
3484,705.9034,33,9890180.899499815,179876
5149,1581.312,65,4709504.632400045,92056
3002,775.4164,35,2899320.5089000068,71008
2008,15463.920099999998,323,4211450.142600003,85861
9461,445.92819999999995,23,3356349.222799971,96793
3014,1177.5402000000001,61,2899320.5089000068,71008
6733,1423.9860999999999,79,2677898.4160999767,49925
6734,1423.9860999999999,79,4633411.748299901,88044
6248,221.5987,14,1769334.0413999925,38144
6855,7623.3159000000005,286,2989647.977599972,43949
6856,7623.3159000000005,286,5404839.839799935,120468
4387,2863.475300000001,123,9890180.899499815,179876
2692,2051.8345999999997,42,5496198.666799969,82377
13364,808.1314000000001,32,2393371.7551000016,41959
1811,1615.7471,75,2899320.5089000068,71008
7060,1201.786,60,3234132.847500009,52632
8319,6304.320999999998,100,3142890.832699973,44808
12246,2975.3377,124,4285445.744199992,88997
11365,1986.1332,79,2973187.7172000166,44655
8984,3553.5144999999975,140,4633411.748299901,88044
12004,3513.519600000001,70,3913823.806299989,56650
8532,485.90520000000004,13,4657818.107100053,85818
11942,2610.6160999999997,135,4285445.744199992,88997
7296,1411.2867999999999,65,3234132.847500009,52632
12685,3158.8414000000002,99,2393371.7551000016,41959
5137,8462.114599999999,111,4709504.632400045,92056
4717,3042.491200000001,128,5404839.839799935,120468
2366,4458.838,124,2899320.5089000068,71008
8491,1742.3448,89,6063750.6400000695,130010
11037,4979.871099999999,194,4285445.744199992,88997
15377,52.7119,4,3477111.754199985,85601
10263,1164.1702000000002,57,4285445.744199992,88997
4595,1598.4813,77,1769334.0413999925,38144
15330,5039.366799999997,79,3477111.754199985,85601
10026,2219.7707000000005,76,4633411.748299901,88044
9858,891.3118,26,5580689.679099988,66088
13255,2527.9676999999992,147,6063750.6400000695,130010
1731,6341.2450999999965,151,4211450.142600003,85861
11319,5288.248100000001,174,6063750.6400000695,130010
2790,1434.059,74,2899320.5089000068,71008
2858,790.1552,42,3477389.9073999855,53308
8767,2374.805,88,3234132.847500009,52632
8224,2866.681899999999,92,6063750.6400000695,130010
12422,3654.2253000000005,89,2393371.7551000016,41959
9200,2102.6765999999993,101,3356349.222799971,96793
9201,2102.6765999999993,101,2677898.4160999767,49925
5364,1151.5828000000001,64,4709504.632400045,92056
4360,274.3847,14,2710634.640100001,67083
4361,274.3847,14,2899320.5089000068,71008
13844,5200.286299999999,151,3477111.754199985,85601
1248,1889.1339000000007,102,927804.3632000035,29753
8692,832.1162,44,3356349.222799971,96793
8693,832.1162,44,2677898.4160999767,49925
5125,2310.7511,117,3477389.9073999855,53308
729,3339.1557999999995,140,3877497.768100021,79572
7300,753.1505999999998,47,4133096.9898999697,66392
7301,753.1505999999998,47,3234132.847500009,52632
2279,846.9406,25,5496198.666799969,82377
13352,1783.1832,39,5228787.03699996,102951
87,3996.7628,133,1490683.1229000106,48635
6014,292.01320000000004,16,1769334.0413999925,38144
6015,292.01320000000004,16,2677898.4160999767,49925
3320,3447.111,68,3477389.9073999855,53308
3321,3447.111,68,4709504.632400045,92056
7562,1690.020400000001,83,4657818.107100053,85818
10857,1235.512,51,2973187.7172000166,44655
9079,671.6178999999998,28,5580689.679099988,66088
9080,671.6178999999998,28,4657818.107100053,85818
3743,592.8655999999997,34,4211450.142600003,85861
13358,1591.4196999999997,55,2393371.7551000016,41959
8012,666.2244,17,3234132.847500009,52632
14085,5662.0269,155,5228787.03699996,102951
14563,6575.547600000001,143,5228787.03699996,102951
5035,459.00909999999993,31,2710634.640100001,67083
7923,1699.9652,80,3356349.222799971,96793
7924,1699.9652,80,2677898.4160999767,49925
6620,8858.7356,209,6059515.727200074,101426
7464,83.8528,5,2677898.4160999767,49925
5559,2091.4300000000007,118,6063750.6400000695,130010
3049,2810.5006000000008,126,4211450.142600003,85861
6723,263.99699999999996,13,1769334.0413999925,38144
4827,3566.5710000000004,177,1769334.0413999925,38144
3560,1419.2787,68,4709504.632400045,92056
8289,8321.381800000001,281,2973187.7172000166,44655
8290,8321.381800000001,281,4657818.107100053,85818
8451,1294.5378,43,4633411.748299901,88044
9247,4231.9279,153,4633411.748299901,88044
6257,725.9555,30,2677898.4160999767,49925
6258,725.9555,30,4633411.748299901,88044
10303,1956.8177999999998,75,6063750.6400000695,130010
932,7283.217199999996,202,2334409.3442000058,50307
13100,2855.9112,73,2393371.7551000016,41959
9089,2008.4864,50,5580689.679099988,66088
9090,2008.4864,50,3142890.832699973,44808
12556,6150.982799999999,99,2393371.7551000016,41959
344,1655.5788,80,2448171.340900037,72998
13113,4125.8275,42,6063750.6400000695,130010
11815,2588.3096999999993,122,3234132.847500009,52632
9360,10722.170900000003,186,1568223.052299989,22862
14868,3491.4082999999996,85,3477111.754199985,85601
4599,7654.523600000001,233,1769334.0413999925,38144
2844,1725.7032000000008,53,4211450.142600003,85861
10277,4304.306399999998,150,4633411.748299901,88044
8293,702.3172999999997,41,4657818.107100053,85818
7117,3036.5448,120,2989647.977599972,43949
7118,3036.5448,120,6059515.727200074,101426
15375,1416.3762999999992,75,3477111.754199985,85601
12412,824.6887999999999,34,5228787.03699996,102951
9772,1400.9639,56,4633411.748299901,88044
7443,231.7941,12,3356349.222799971,96793
12403,1376.4261000000004,59,5228787.03699996,102951
10,3412.8889999999988,132,1490683.1229000106,48635
11624,3105.7358,57,5580689.679099988,66088
12106,3366.4081000000006,190,4285445.744199992,88997
12107,3366.4081000000006,190,5228787.03699996,102951
13092,5661.628999999999,100,2393371.7551000016,41959
7708,6570.9238,186,4633411.748299901,88044
2595,15480.249899999999,184,9890180.899499815,179876
15302,2097.5559,96,3477111.754199985,85601
6582,1774.0048999999995,83,4133096.9898999697,66392
2148,659.5035999999998,31,2899320.5089000068,71008
5322,244.87369999999999,17,6063750.6400000695,130010
5323,244.87369999999999,17,4211450.142600003,85861
10111,1328.2318,49,5580689.679099988,66088
7286,613.5298,31,6063750.6400000695,130010
1365,8266.627900000001,169,3877497.768100021,79572
14373,2470.2432,75,3477111.754199985,85601
9233,646.9662000000001,33,4633411.748299901,88044
9489,1938.5073000000004,104,2677898.4160999767,49925
15332,1235.9315000000001,53,3477111.754199985,85601
7114,3084.2473,116,2989647.977599972,43949
7115,3084.2473,116,5404839.839799935,120468
7116,3084.2473,116,6059515.727200074,101426
4680,910.8003000000003,35,3477389.9073999855,53308
9765,3302.886099999999,143,4633411.748299901,88044
4653,2148.5532000000003,86,4211450.142600003,85861
8762,1065.6057000000003,55,6063750.6400000695,130010
8763,1065.6057000000003,55,3234132.847500009,52632
7104,2172.9724,123,4657818.107100053,85818
2808,2819.7356999999997,43,9890180.899499815,179876
3763,561.7422,28,3477389.9073999855,53308
8492,1233.1662000000001,58,6063750.6400000695,130010
9217,1770.2947000000004,71,4285445.744199992,88997
9218,1770.2947000000004,71,2677898.4160999767,49925
7705,85.29090000000001,6,4633411.748299901,88044
6471,1133.2136999999996,73,1769334.0413999925,38144
6472,1133.2136999999996,73,2677898.4160999767,49925
2792,2092.5978,96,2899320.5089000068,71008
2793,2092.5978,96,9890180.899499815,179876
2794,2092.5978,96,2087560.6372999835,49791
14937,929.0676999999998,46,3477111.754199985,85601
4683,1962.7577000000001,47,3477389.9073999855,53308
10099,262.8378,7,2973187.7172000166,44655
6085,1348.8373000000001,56,3477389.9073999855,53308
6086,1348.8373000000001,56,4133096.9898999697,66392
6087,1348.8373000000001,56,4211450.142600003,85861
11813,2007.0279000000003,92,3234132.847500009,52632
1686,2869.1614999999993,109,2899320.5089000068,71008
10519,1154.6212000000003,62,4285445.744199992,88997
8482,5577.1582,168,6063750.6400000695,130010
3476,3228.0319,74,1769334.0413999925,38144
9794,5769.4784,149,6063750.6400000695,130010
542,688.2326000000002,36,2029721.9122000062,60235
2149,554.7209,27,2899320.5089000068,71008
10514,14199.438699999997,358,4285445.744199992,88997
11592,1583.6266,82,3234132.847500009,52632
4168,1570.5481000000004,46,9890180.899499815,179876
1184,4164.995999999999,176,2087560.6372999835,49791
10260,3943.4794000000024,168,4285445.744199992,88997
6639,4321.4282,170,4496622.037400065,77870
11059,6740.1529,197,4633411.748299901,88044
724,2464.3929000000003,113,3877497.768100021,79572
725,2464.3929000000003,113,927804.3632000035,29753
1193,3378.6367000000005,93,2334409.3442000058,50307
14363,16.662,2,3477111.754199985,85601
10359,671.8127000000001,28,5580689.679099988,66088
9302,204.6499,8,3234132.847500009,52632
9303,204.6499,8,2973187.7172000166,44655
4405,2382.415500000001,90,9890180.899499815,179876
10564,1838.6166000000003,64,6063750.6400000695,130010
9992,355.282,16,4285445.744199992,88997
4586,354.47659999999996,18,2710634.640100001,67083
4587,354.47659999999996,18,2899320.5089000068,71008
4612,1233.7367000000004,69,9890180.899499815,179876
8225,1166.7945000000002,65,6063750.6400000695,130010
2786,1438.7389999999987,101,2899320.5089000068,71008
6876,5366.741000000004,91,4780709.333399998,78805
12956,2855.1660999999995,66,2393371.7551000016,41959
5416,1878.5017000000005,40,4780709.333399998,78805
8973,1934.6625999999994,73,2677898.4160999767,49925
8966,1500.6031000000005,69,4285445.744199992,88997
8967,1500.6031000000005,69,2677898.4160999767,49925
10801,2391.6062,72,4633411.748299901,88044
7978,2216.2809999999995,78,6063750.6400000695,130010
12405,482.5953,26,5228787.03699996,102951
13624,1347.7357000000002,29,2393371.7551000016,41959
9591,1811.1189000000002,56,5580689.679099988,66088
15085,3116.3809000000006,96,3477111.754199985,85601
12655,618.3581,22,4285445.744199992,88997
11536,4675.515399999998,210,4633411.748299901,88044
14097,2676.324799999999,70,5228787.03699996,102951
12419,519.8452000000001,29,2393371.7551000016,41959
10785,1782.8495999999998,93,4285445.744199992,88997
10786,1782.8495999999998,93,4633411.748299901,88044
4846,449.042,27,9890180.899499815,179876
9787,3747.7877,110,13275166.61959999,165410
986,7475.6928,225,3877497.768100021,79572
8839,15007.867999999999,192,1568223.052299989,22862
8840,15007.867999999999,192,3142890.832699973,44808
12963,1017.3828,63,2393371.7551000016,41959
4479,2162.9953,103,4709504.632400045,92056
4480,2162.9953,103,5404839.839799935,120468
11026,829.4739000000001,38,4285445.744199992,88997
8328,1586.6011,26,7614076.459100063,127972
8329,1586.6011,26,2035082.3115999976,32393
5356,1858.9521000000007,74,3477389.9073999855,53308
6463,541.7358999999999,42,2710634.640100001,67083
1394,2959.330899999999,98,2334409.3442000058,50307
8993,3538.4193999999998,139,6063750.6400000695,130010
8994,3538.4193999999998,139,4633411.748299901,88044
9016,1068.9514999999997,53,6063750.6400000695,130010
3461,2574.3956000000017,124,2899320.5089000068,71008
1804,554.6866000000001,24,2899320.5089000068,71008
15072,647.3971999999999,39,3477111.754199985,85601
2201,2272.2155000000002,99,4211450.142600003,85861
4884,1282.9497999999999,62,4211450.142600003,85861
6724,794.5434,46,1769334.0413999925,38144
