id,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,distance10
6107,975234.2376920597,975234.1904882459,975234.0328718106,975231.4481509798,975231.5107762734,975233.6456395731,975234.3827122165,975229.6854992077,975234.2857851177,975231.0893215386
6108,972505.72930786,972505.6822535611,972505.5243445231,972502.9411336797,972503.005080073,972505.138130618,972505.8747453806,972501.1790793282,972505.7783931202,972502.584274651
6109,969778.8246329225,969778.7777290572,969778.6195260317,969776.0378379419,969776.103112761,969778.2343368263,969778.9704899143,969774.2763872857,969778.8747158851,969775.6829610004
6110,967053.5372337009,967053.4904811959,967053.3319827897,967050.7518303562,967050.8184409817,967052.9478247054,967053.6835122847,967048.9909897449,967053.5883199072,967050.3989472704
6111,967053.5372337009,967053.4904811959,967053.3319827897,967050.7518303562,967050.8184409817,967052.9478247054,967053.6835122847,967048.9909897449,967053.5883199072,967050.3989472704
6112,964329.8808219171,964329.8342217066,964329.6754265191,964327.0968227831,964327.1647766501,964329.2923060319,964330.0275242277,964325.3365986417,964329.9329169496,964326.7459454159
6113,961607.8692563891,961607.8228094155,961607.6637160374,961605.08667418,961605.1559787794,961607.2816396788,961608.0163845755,961603.3270730107,961607.9223658718,961604.7378144903
6114,958887.5165448828,958887.470252096,958887.3108591101,958884.7353924543,958884.8060553325,958886.9298334671,958887.6641011073,958882.9764208371,958887.5706744813,958884.3885624975
6115,956168.8368459896,956168.7907083478,956168.6310143288,956166.0571363413,956166.129165101,956168.2510460449,956168.9848324291,956164.2988009349,956168.8920014123,956165.71234827
6116,953451.8444710319,953451.7984895011,953451.6384930153,953449.0662173084,953449.139619609,953451.2595887912,953451.992889877,953447.3085248517,953451.9006580292,953448.7234833736
6117,950736.5538859925,950736.5080615471,950736.3477611529,950733.7771014855,950733.8518850439,950735.9699277462,950736.7027394482,950732.0200587985,950736.6111103583,950733.4364340379
6118,948022.9797134734,948022.9340470958,948022.7734413429,948020.2044116239,948020.2805842145,948022.3966855701,948023.129003759,948018.4480256087,948023.0379810443,948019.8658231138
6119,945311.1367346799,945311.0912273611,945310.930314791,945308.36292908,945308.4404985352,945310.5546435269,945311.2864640292,945306.6072067219,945311.1960513366,945308.0264320591
6120,942601.039891434,942600.9945441731,942600.8333233191,942598.2675958285,942598.3465700396,942600.4587434977,942601.1900620952,942596.5125441976,942601.1002631009,942597.9332029509
6121,939892.7042882143,939892.659102019,939892.4975714062,939889.9335165034,939890.0139034208,939892.1240900215,939892.85490245,939888.1791427551,939892.7657208606,939889.6012405258
6122,937186.145194226,937186.1001701126,937185.9383282572,937183.3759604666,937183.4577681003,937185.5659523638,937186.2962543136,937181.6222718431,937186.2076938652,937183.04581425
6123,934481.3780454979,934481.3331844914,934481.1710299014,934478.6103639062,934478.6936003264,934480.799766615,934481.5295537296,934476.8573677379,934481.4416181889,934478.2823604167
6124,931778.4184470108,931778.3737501446,931778.2112813197,931775.6523319641,931775.7370053014,931777.8411378178,931778.5704056935,931773.9000356705,931778.4830988578,931775.3264842735
6125,931778.4184470108,931778.3737501446,931778.2112813197,931775.6523319641,931775.7370053014,931777.8411378178,931778.5704056935,931773.9000356705,931778.4830988578,931775.3264842735
6126,929077.2821748537,929077.2376431704,929077.0748586017,929074.5176408925,929074.603759339,929076.7058421238,929077.4345863094,929072.7660519835,929077.347912007,929074.19396218
6127,929077.2821748537,929077.2376431704,929077.0748586017,929074.5176408925,929074.603759339,929076.7058421238,929077.4345863094,929072.7660519835,929077.347912007,929074.19396218
6128,929077.2821748537,929077.2376431704,929077.0748586017,929074.5176408925,929074.603759339,929076.7058421238,929077.4345863094,929072.7660519835,929077.347912007,929074.19396218
6129,929077.2821748537,929077.2376431704,929077.0748586017,929074.5176408925,929074.603759339,929076.7058421238,929077.4345863094,929072.7660519835,929077.347912007,929074.19396218
6130,926377.9851784112,926377.9408129622,926377.7777111322,926375.2222402417,926375.3098120505,926377.4098289813,926378.1380449767,926373.4713663188,926378.0520070671,926374.9007437943
6131,926377.9851784112,926377.9408129622,926377.7777111322,926375.2222402417,926375.3098120505,926377.4098289813,926378.1380449767,926373.4713663188,926378.0520070671,926374.9007437943
6132,923680.5435825812,923680.4993844269,923680.3359638094,923677.7822550769,923677.8712885638,923679.9692233519,923680.6969066085,923676.0321038343,923680.611508983,923677.4629542904
6133,920984.9736900232,920984.929660233,920984.7659192935,920982.2139882274,920982.3044917707,920984.4003279601,920985.1274738795,920980.4645674542,920985.0427204606,920981.8968966082
6134,918291.2919834385,918291.248123091,918291.0840602863,918288.5339225669,918288.6259046077,918290.7196255728,918291.4462295062,918286.7852401469,918291.362124249,918288.2190537319
6135,915599.515127882,915599.471438065,915599.3070518434,915596.7587233243,915596.8521923678,915598.943781311,915599.6698385589,915595.0107872386,915599.5863854508,915596.4460910028
6136,912909.6599731065,912909.6164549174,912909.451743718,912906.9052404288,912907.0002050442,912909.0896449944,912909.8151508055,912905.1580587567,912909.7323538667,912906.5948584634
6137,910221.7435559386,910221.700210484,910221.5351727379,910218.9905108864,910219.0869797077,910221.1742535175,910221.8992030888,910217.2440918067,910221.8170663724,910218.6823932339
6138,907535.78310269,907535.7399310863,907535.5745652155,907533.03176119,907533.1297429161,907535.2148332605,907535.9392217357,907531.2861129823,907535.857749328,907532.7259219221
6139,907535.78310269,907535.7399310863,907535.5745652155,907533.03176119,907533.1297429161,907535.2148332605,907535.9392217357,907531.2861129823,907535.857749328,907532.7259219221
6140,904851.7960316003,904851.7530349733,904851.5873393911,904849.0464097629,904849.1459131585,904851.2288025322,904851.9526250015,904847.3015408089,904851.8718210227,904848.742863068
6141,904851.7960316003,904851.7530349733,904851.5873393911,904849.0464097629,904849.1459131585,904851.2288025322,904851.9526250015,904847.3015408089,904851.8718210227,904848.742863068
6142,902169.7999553148,902169.7571348001,902169.5911079112,902167.0520694364,902167.153103333,902169.2337740477,902169.9570255474,902165.3079882221,902169.8768941516,902166.7508296205
6143,899489.8126833971,899489.7700401401,899489.6036803405,899487.0665499629,899487.169123258,899489.2475574416,899489.9702329526,899485.3232650791,899489.8907783281,899486.7676314503
6144,896811.8522248759,896811.8097600322,896811.6430657086,896809.107860562,896809.2119822212,896811.2881618141,896812.0102562621,896807.3653807063,896811.9314826318,896808.811277897
6145,894135.9367908287,894135.8945055635,894135.7274750941,894133.194212505,894133.2998915613,894135.373798315,894136.0953065691,894131.452546483,894136.0172181907,894132.8999803523
6146,894135.9367908287,894135.8945055635,894135.7274750941,894133.194212505,894133.2998915613,894135.373798315,894136.0953065691,894131.452546483,894136.0172181907,894132.8999803523
6147,891462.0847969996,891462.0426924885,891461.8753242427,891459.3440217323,891459.4512672871,891461.5228827616,891462.2437996339,891457.6031784595,891462.1664008005,891459.0521548786
6148,891462.0847969996,891462.0426924885,891461.8753242427,891459.3440217323,891459.4512672871,891461.5228827616,891462.2437996339,891457.6031784595,891462.1664008005,891459.0521548786
6149,888790.3148664553,888790.2729438843,888790.1052362226,888787.5759115095,888787.6847327334,888789.7540382947,888790.4743585397,888785.8359000123,888790.3976535798,888787.2864248648
6150,886120.6458322776,886120.60409284255,886120.4360441169,886117.9087151197,886118.0191212526,886120.0860980708,886120.8058163841,886116.1695445376,886120.7298096622,886117.6216237181
6151,886120.6458322776,886120.60409284255,886120.4360441169,886117.9087151197,886118.0191212526,886120.0860980708,886120.8058163841,886116.1695445376,886120.7298096622,886117.6216237181
6152,883453.0967402926,883453.0551852001,883452.886793753,883450.3614785933,883450.4734789453,883452.5381079916,883453.2572190099,883448.6231581798,883453.1819149267,883450.076797594
6153,880787.6868518387,880787.6454823059,880787.4767464714,880784.9534634758,880785.0670674274,880787.1293294722,880787.8478277718,880783.2160026005,880787.7732307644,880784.6712081647
6154,878124.4356465733,878124.3944638278,878124.2253819306,878121.7041496339,878121.8193666369,878123.879242247,878124.5971223434,878119.9675577839,878124.5232368861,878121.4243354244
6155,875463.3628253171,875463.3218305975,875463.1524009538,875460.6332381013,875460.7500776792,875462.8075472153,875463.5248035626,875458.897524883,875463.4516341664,875460.355880536
6156,872804.4883129399,872804.4475074954,872804.2777284125,872801.7606539627,872801.8791257112,872803.9341693255,872804.6507963154,872800.0258291034,872804.5783475293,872801.485768714
6157,870147.8322612847,870147.7916463756,870147.6215161516,870145.1065492796,870145.2266628672,870147.279260501,870147.9952524616,870143.3726226292,870147.9235288725,870144.8341521511
6158,867493.4150521333,867493.3746290309,867493.2041459552,867490.691306055,867490.8130712237,867492.8632026043,867493.5785538,867488.9582875875,867493.5075600328,867490.4214129829
6159,867493.4150521333,867493.3746290309,867493.2041459552,867490.691306055,867490.8130712237,867492.8632026043,867493.5785538,867488.9582875875,867493.5075600328,867490.4214129829
6160,864841.2573002127,864841.2170701997,864841.0462325524,864838.53553924,864838.6589658053,864840.7066104442,864841.4213150743,864836.8034390556,864841.3510557925,864838.268166294
6161,862191.3798562433,862191.3398206133,862191.1686266658,862188.6600997819,862188.7851976345,862190.8303348235,862191.5443870219,862186.9289281088,862191.474866928,862188.3952631667
6162,859543.8038100285,859543.7639700868,859543.5924181017,859541.0860777146,859541.2128568196,859543.2554656295,859543.9688594632,859539.3558449105,859543.9000832991,859540.8237937711
6163,856898.5504935883,856898.5108506515,856898.3389388825,856895.8348052914,856895.96327569,856898.0033349666,856898.7160644355,856894.1055218455,856898.6480369826,856895.5750904976
6164,854255.6414843351,854255.6020397316,854255.4297664228,854252.9278601608,854253.0580319702,854255.0955203325,854255.8075793679,854251.1995366958,854255.7403054477,854252.6707311337
6165,851615.0986082931,851615.059363363,851614.8867267503,851612.3870685872,851612.5189520012,851614.5538478381,851615.2652303022,851610.6597158607,851615.1987147767,851612.1325420832
6166,851615.0986082931,851615.059363363,851614.8867267503,851612.3870685872,851612.5189520012,851614.5538478381,851615.2652303022,851610.6597158607,851615.1987147767,851612.1325420832
6167,848976.9439433634,848976.9048994585,848976.7318977686,848974.2345087142,848974.3681140041,848976.4003954717,848977.1110951566,848972.5081376215,848977.0453429283,848973.9826016312
6168,848976.9439433634,848976.9048994585,848976.7318977686,848974.2345087142,848974.3681140041,848976.4003954717,848977.1110951566,848972.5081376215,848977.0453429283,848973.9826016312
6169,846341.1998226322,846341.1609811166,846340.9876125674,846338.4925138743,846338.6278513893,846340.6574964081,846341.3675070349,846336.7671354492,846341.3025230474,846338.2432432524
6170,843707.8888377261,843707.8501999754,843707.6764627757,843705.1836759433,843705.3207561113,843707.3477423629,843708.0570575808,843703.4593013612,843707.9928468193,843704.9370589665
6171,841077.0338422116,841076.9954096142,841076.8213019639,841074.3308487409,841074.4696820683,841076.4939869931,841077.2026003784,841072.60748932,841077.13916787,841074.0869027381
6172,838448.657955043,838448.6197289994,838448.4452490896,838445.9571514775,838446.0977485509,838448.1193493444,838448.8272543997,838444.2348186811,838448.7646052134,838445.715893924
6173,835822.7845640562,835822.7465459792,835822.5716919923,835820.0859722487,835820.2283437345,835822.2472173449,835822.9544074978,835818.3646776874,835822.8925467455,835819.8474207672
6174,835822.7845640562,835822.7465459792,835822.5716919923,835820.0859722487,835820.2283437345,835822.2472173449,835822.9544074978,835818.3646776874,835822.8925467455,835819.8474207672
6175,833199.4373295105,833199.3995208256,833199.224290935,833196.740971577,833196.8851282226,833198.9012513473,833199.6077199497,833195.0207270107,833199.5466527863,833196.5051439394
6176,830578.6401876783,830578.6025898237,830578.4269821941,830575.9460860019,830576.0920386359,830578.1053877188,830578.8111280459,830574.2269033417,830578.7508596693,830575.7130001303
6177,827960.4173544849,827960.3799689114,827960.2039816985,827957.7255317189,827957.8732912518,827959.8838424797,827960.5888477289,827956.0074230295,827960.529383381,827957.4952056867
6178,825344.7933291957,825344.7561573674,825344.5797887181,825342.1038082676,825342.2533856925,825344.2611149922,825344.9653782824,825340.3867857696,825344.906723249,825341.8762603013
6179,822731.792898155,822731.7559415487,822731.5791896017,822729.1057022702,822729.257108663,822731.2619916982,822731.9655060681,822727.3897783419,822731.9076656797,822728.8809507508
6180,822731.792898155,822731.7559415487,822731.5791896017,822729.1057022702,822729.257108663,822731.2619916982,822731.9655060681,822727.3897783419,822731.9076656797,822728.8809507508
6181,820121.4411385747,820121.4043986807,820121.2272615652,820118.7562912198,820118.9095377405,820120.9115499082,820121.6143083158,820117.0414784,820121.5572879477,820118.5343546837
6182,820121.4411385747,820121.4043986807,820121.2272615652,820118.7562912198,820118.9095377405,820120.9115499082,820121.6143083158,820117.0414784,820121.5572879477,820118.5343546837
6183,817513.7634223737,817513.726900695,817513.5493765322,817511.080947321,817511.2360452134,817513.2351616409,817513.9371569625,817509.3672583108,817513.8809620352,817510.8618444618
6184,814908.7854200695,814908.7491181231,814908.5712050253,814906.1053413806,814906.2623019733,814908.2584975148,814908.9597225435,814904.3927890459,814908.9043585231,814905.88909105
6185,812306.5331047219,812306.4970240385,812306.3187201093,812303.8554467517,812304.0142814589,812306.0075306918,812306.7079781368,812302.1440441258,812306.6534505356,812303.6420679613
6186,809707.03275593,809706.9968980533,809706.8182013881,809704.3575433303,809704.5182636519,809706.508540874,809707.2082033592,809702.6473036158,809707.1545177358,809704.1470552529
6187,807110.3109638811,807110.2753303691,807110.0962390545,807107.638221605,807107.8008391274,807109.7881183529,807110.4869884159,807105.9291581766,807110.4341503761,807107.4306435758
6188,1343628.4761561926,1343628.4153542838,1343628.2861566348,1343625.57934324,1343625.5183493549,1343627.8067841006,1343628.5812171004,1343623.7737354469,1343628.4313982823,1343625.0394055904
6189,1340770.3222802973,1340770.261553285,1340770.1321887418,1340767.425960393,1340767.3656672782,1340769.653320977,1340770.4275727735,1340765.6205239166,1340770.2780487821,1340766.8870311775
6190,1337912.7894886918,1337912.7288369236,1337912.5993048334,1337909.8936652862,1337909.8340759636,1337912.1209442168,1337912.895013677,1337908.088401697,1337912.745785841,1337909.3557490634
6191,1335055.8817694532,1335055.8211932802,1335055.6914929864,1335052.9864460276,1335052.9275635376,1335055.2136419124,1335055.9875278934,1335051.1813569108,1335055.8385975503,1335052.4495473856
6192,1332199.603143993,1332199.5426437678,1332199.41277461,1332196.708324059,1332196.6501514604,1332198.93543549,1332199.709136839,1332194.903411015,1332199.5605053352,1332196.1724476146
6193,1329343.9576673948,1329343.8972434725,1329343.7672047873,1329341.0633544943,1329341.0058948654,1329343.290380048,1329344.0638956034,1329339.2586191394,1329343.9155642937,1329340.5285048953
6194,1326488.9494287588,1326488.889081497,1326488.758872617,1326486.055626465,1326485.9988829028,1326488.282564702,1326489.0558932924,1326484.2510704314,1326488.9078635406,1326485.521808389
6195,1323634.5825515487,1323634.522281307,1323634.3919015613,1323631.6892634663,1323631.633239087,1323633.9161129305,1323634.689253375,1323629.8848884017,1323634.5415265532,1323631.1564816213
6196,1320780.8611939426,1320780.8010010836,1320780.6704497973,1320777.968423708,1320777.9131216467,1320780.1951829277,1320780.968134035,1320776.1642312764,1320780.8207115247,1320777.436682833
6197,1317927.7895491894,1317927.7294340779,1317927.5987105726,1317924.897300471,1317924.8427238832,1317927.1239679577,1317927.8967285268,1317923.0932923527,1317927.7496117183,1317924.3666053354
6198,1315075.3718459685,1315075.3118089717,1315075.1809125652,1315072.4801224675,1315072.4262745276,1315074.7066967157,1315075.4792655357,1315070.676300359,1315075.3324558288,1315071.9504778718
6199,1312223.6123487537,1312223.552390241,1312223.4213202477,1312220.7211542034,1312220.6680381058,1312222.9476336911,1312223.720009541,1312218.917519818,1312223.5735083441,1312220.1925649804
6200,1309372.515358182,1309372.4554785257,1309372.3242342554,1309369.6246963488,1309369.572315308,1309371.8510795368,1309372.6232611856,1309367.8212514173,1309372.4770699162,1309369.0971673627
6201,1306522.0852114258,1306522.0254110007,1306521.89399176,1306519.1950861104,1306519.1434433605,1306521.4213714418,1306522.1933576476,1306517.3918323794,1306522.0474777333,1306518.6686222567
6202,1303672.3262825718,1303672.2665617552,1303672.1349668466,1303669.4366976076,1303669.3857964037,1303671.6628835087,1303672.4346730195,1303667.633636842,1303672.2891058966,1303668.911303815
6203,1300823.2429830013,1300823.1833421728,1300823.0515708951,1300820.3539422564,1300820.3037858736,1300822.5800271353,1300823.3516186886,1300818.551076238,1300823.206365803,1300819.8296234857
6204,1297974.8397617775,1297974.7802013196,1297974.648252968,1297971.951269155,1297971.9018608888,1297974.1772514016,1297974.9486437242,1297970.148599683,1297974.8037065314,1297971.4280303994
6205,1297974.8397617775,1297974.7802013196,1297974.648252968,1297971.951269155,1297971.9018608888,1297974.1772514016,1297974.9486437242,1297970.148599683,1297974.8037065314,1297971.4280303994
6206,1295127.1211060374,1295127.0616263347,1295126.9295002,1295124.2331654741,1295124.184508641,1295126.4590434607,1295127.2302352686,1295122.430694366,1295127.0856152335,1295123.7110117606
6207,1295127.1211060374,1295127.0616263347,1295126.9295002,1295124.2331654741,1295124.184508641,1295126.4590434607,1295127.2302352686,1295122.430694366,1295127.0856152335,1295123.7110117606
6208,1292280.0915413857,1292280.0321428261,1292279.8998381952,1292277.204156855,1292277.1562547921,1292279.4299289347,1292280.2009189331,1292275.401885946,1292280.0566175308,1292276.683093243
6209,1292280.0915413857,1292280.0321428261,1292279.8998381952,1292277.204156855,1292277.1562547921,1292279.4299289347,1292280.2009189331,1292275.401885946,1292280.0566175308,1292276.683093243
6210,1289433.7556322978,1289433.6963152715,1289433.5638314274,1289430.8688078076,1289430.8216638737,1289433.094472316,1289433.8652591992,1289429.0667389515,1289433.7212779138,1289430.3488393913
6211,1286588.1179825237,1286588.0587474236,1286587.9260836453,1286585.2317221186,1286585.1853396932,1286587.4572773715,1286588.2278598223,1286583.429857187,1286588.0842001485,1286584.7128540252
6212,1283743.183235499,1283743.1240827208,1283742.9912382837,1283740.29754326,1283740.2519257439,1283742.5229875548,1283743.293364245,1283738.4958841435,1283743.150027687,1283739.779780651
6213,1280898.956074761,1280898.8970047026,1280898.7639788773,1280896.0709548052,1280896.0261056214,1280898.2962864197,1280899.06645601,1280894.2695034135,1280898.923444082,1280895.5543028768
6214,1278055.4412243674,1278055.3822374302,1278055.2490294839,1278052.55668085,1278052.5126034424,1278054.7818980424,1278055.551859182,1278050.7554391115,1278055.4091734085,1278052.0411448332
6215,1275212.643449324,1275212.5845459118,1275212.451155107,1275209.7594864373,1275209.7161842724,1275211.984587446,1275212.7543387725,1275207.9584562995,1275212.6119806878,1275209.2450715979
6216,1272370.5675560138,1272370.508736533,1272370.3751621286,1272367.6841779884,1272367.6416545543,1272369.909161032,1272370.678701171,1272365.8833614187,1272370.5366723202,1272367.1708896274
6217,1269529.218392634,1269529.1596574944,1269529.0258987448,1269526.3356037391,1269526.2938625463,1269528.5604670155,1269529.329794581,1269524.5350027243,1269529.1880965198,1269525.8234471935
6218,1266688.6008496375,1266688.542199251,1266688.4082554067,1266685.7186541804,1266685.6776987622,1266687.9433958675,1266688.712509462,1266683.9182707276,1266688.5711437552,1266685.207634823
6219,1263848.7198601787,1263848.6612949604,1263848.5271652676,1263845.8382625065,1263845.7980964181,1263848.0628807612,1263848.8317789745,1263844.0380986426,1263848.6907471986,1263845.328385746
6220,1261009.5804005663,1261009.5219209346,1261009.3876046347,1261006.6994050655,1261006.660031886,1261008.923898024,1261009.6925794338,1261004.8994628384,1261009.551883176,1261006.190676348
6221,1258171.1874907217,1258171.129097097,1258170.994593428,1258168.3071018192,1258168.2685251494,1258170.5314675958,1258171.2999307679,1258166.5073832967,1258171.1595716253,1258167.799526627
6222,1255333.5461946407,1255333.4878874472,1255333.3531956426,1255330.666416804,1255330.628640269,1255332.8906534922,1255333.6588969796,1255328.8669240754,1255333.5188765607,1255330.1600006567
6223,1252496.6616208653,1252496.6034005296,1252496.4685198183,1252493.7824586027,1252493.7454858497,1252496.0065642735,1252496.7745866168,1252491.9831937782,1252496.6349065409,1252493.2772070572
6224,1249660.5389229557,1249660.480789908,1249660.3457195142,1249657.660380817,1249657.624215518,1249659.8843535199,1249660.6521532468,1249655.861346028,1249660.512815144,1249657.1562994686
6225,1246825.1832999734,1246825.1252546462,1246824.9899937906,1246822.3053825502,1246822.2700284,1246824.529220312,1246825.2967959377,1246820.5065799502,1246825.157801449,1246821.8024770317
6226,1243990.5999969663,1243990.5420397953,1243990.4065876938,1243987.722708893,1243987.6881696107,1243989.946409718,1243990.7137597443,1243985.9241406566,1243990.5751105223,1243987.220984876
6227,1241156.7943054626,1241156.736436887,1241156.600792751,1241153.9176514158,1241153.8839307448,1241156.1412132853,1241156.9083362014,1241152.1193197405,1241156.7700339102,1241153.4171146106
6228,1238323.7715639689,1238323.7137844304,1238323.5779474669,1238320.895548669,1238320.8626503765,1238323.1189695413,1238323.885863823,1238319.0974557742,1238323.747910137,1238320.3962048248
6229,1235491.5371584755,1235491.4794684194,1235491.3434378307,1235488.6617866866,1235488.6297145647,1235490.8850644964,1235491.6517286056,1235486.8639348147,1235491.5141252119,1235488.1636415925
6230,1232660.0965229678,1232660.0389228426,1232659.9026978267,1232657.2217994982,1232657.1905573634,1232659.4449321567,1232660.2113645424,1232655.4241909145,1232660.0741131387,1232656.724858983
6231,1232660.0965229678,1232660.0389228426,1232659.9026978267,1232657.2217994982,1232657.1905573634,1232659.4449321567,1232660.2113645424,1232655.4241909145,1232660.0741131387,1232656.724858983
6232,1229829.4551399443,1229829.3976302014,1229829.2612099517,1229826.581069647,1229826.5506613413,1229828.8040550412,1229829.5702541382,1229824.78370664,1229829.4333564343,1229826.0853395793
6233,1226999.61854094,1226999.561122034,1226999.4245057395,1226996.7451287135,1226996.715558103,1226998.9679647055,1226999.7339289354,1226994.9480135944,1226999.597386653,1226996.2506150026
6234,1224170.5923070577,1224170.5349794463,1224170.3981662912,1224167.7195578462,1224167.690828823,1224169.942242274,1224170.7079700439,1224165.9226929508,1224170.571784916,1224167.226266442
6235,1224170.5923070577,1224170.5349794463,1224170.3981662912,1224167.7195578462,1224167.690828823,1224169.942242274,1224170.7079700439,1224165.9226929508,1224170.571784916,1224167.226266442
6236,1221342.3820695048,1221342.3248336494,1221342.1878228132,1221339.5099882986,1221339.4821047802,1221341.7325189754,1221342.4980086782,1221337.7133759866,1221342.3621824507,1221339.0179251928
6237,1221342.3820695048,1221342.3248336494,1221342.1878228132,1221339.5099882986,1221339.4821047802,1221341.7325189754,1221342.4980086782,1221337.7133759866,1221342.3621824507,1221339.0179251928
6238,1218514.9935101382,1218514.9363665034,1218514.7991571608,1218512.1221019747,1218512.0950679039,1218514.344476688,1218515.1097267028,1218510.3257446296,1218514.9742611325,1218511.6312731998
6239,1218514.9935101382,1218514.9363665034,1218514.7991571608,1218512.1221019747,1218512.0950679039,1218514.344476688,1218515.1097267028,1218510.3257446296,1218514.9742611325,1218511.6312731998
6240,1215688.4323620147,1215688.3753110678,1215688.2379023891,1215685.5616319778,1215685.535451324,1215687.7838484899,1215688.5488571809,1215683.7655320086,1215688.4137540376,1215685.0720436089
6241,1215688.4323620147,1215688.3753110678,1215688.2379023891,1215685.5616319778,1215685.535451324,1215687.7838484899,1215688.5488571809,1215683.7655320086,1215688.4137540376,1215685.0720436089
6242,1212862.7044099479,1212862.6474521605,1212862.509843311,1212859.8343631707,1212859.8090399287,1212862.0564192173,1212862.8211849343,1212858.03852301,1212862.6864460001,1212859.3460213242
6243,1212862.7044099479,1212862.6474521605,1212862.509843311,1212859.8343631707,1212859.8090399287,1212862.0564192173,1212862.8211849343,1212858.03852301,1212862.6864460001,1212859.3460213242
6244,1210037.8154910747,1210037.7586269213,1210037.620817062,1210034.9461327377,1210034.9216709295,1210037.1680260291,1210037.9325471076,1210033.1505548446,1210037.7981741764,1210034.4590435738
6245,1207213.7714954268,1207213.7147253852,1207213.5767136717,1207210.9028307595,1207210.879234433,1207213.124558979,1207213.8888337386,1207209.1075176178,1207213.7548286172,1207210.4170004807
6246,1204390.5783665082,1204390.5216910602,1204390.3834766434,1204387.7104007902,1204387.68767402,1204389.931961594,1204390.69598834,1204385.9153549096,1204390.5623528475,1204387.2258356423
6247,1201568.2421018842,1201568.1855215142,1201568.0471035403,1201565.3748404444,1201565.3529873323,1201567.5962314615,1201568.3600084842,1201563.5800643608,1201568.2267444527,1201564.8915467171
6248,1198746.7687537733,1198746.7122689695,1198746.5736465803,1198743.9022019913,1198743.8812266665,1198746.1234208236,1198746.8869463971,1198742.1076982669,1198746.7540556714,1198743.420186019
6249,1195926.1644296492,1195926.108040904,1195925.9692132352,1195923.2985929563,1195923.2784995753,1195925.5196371772,1195926.2829095607,1195921.50436418,1195926.1503939985,1195922.817861117
6250,1193106.4352928502,1193106.3790006589,1193106.239966842,1193103.5701767292,1193103.5509694756,1193105.7910438841,1193106.5540613204,1193101.7762255168,1193106.4219227924,1193103.0907354462
6251,1190287.5875631957,1190287.5313680572,1190287.392127219,1190284.7231731815,1190284.7048562677,1190286.9438607872,1190287.7066215035,1190282.9295021766,1190287.574861894,1190284.2450289235
6252,1187469.6275176106,1187469.5714200276,1187469.431971289,1187466.763859291,1187466.746436957,1187468.9843648348,1187469.7468670427,1187464.9704711644,1187469.6154882484,1187466.2870185722
6253,1187469.6275176106,1187469.5714200276,1187469.431971289,1187466.763859291,1187466.746436957,1187468.9843648348,1187469.7468670427,1187464.9704711644,1187469.6154882484,1187466.2870185722
6254,1184652.5614907572,1184652.5054912365,1184652.3658337141,1184649.6985697744,1184649.6820462886,1184651.9188907149,1184652.6811326088,1184647.905467225,1184652.5501365406,1184649.2230391554
6255,1181836.395875678,1181836.3399747293,1181836.2001075344,1181833.5336977274,1181833.5180773865,1181835.7538314927,1181836.5158112515,1181831.7408834826,1181836.3851998332,1181833.059483815
6256,1179021.137124442,1179021.0813225792,1179020.9412448178,1179018.2756952741,1179018.2609824042,1179020.4956392627,1179021.257355048,1179016.48317209,1179021.1271302174,1179017.802804722
6257,1176206.791748803,1176206.7360465438,1176206.5957573168,1176203.931074224,1176203.9172731794,1176206.1508258034,1176206.9122757604,1176202.1388448856,1176206.7824394691,1176203.4595137334
6258,1176206.791748803,1176206.7360465438,1176206.5957573168,1176203.931074224,1176203.9172731794,1176206.1508258034,1176206.9122757604,1176202.1388448856,1176206.7824394691,1176203.4595137334
6259,1173393.3663208655,1173393.3107187308,1173393.1702171338,1173390.5064067366,1173390.493521902,1173392.725963244,1173393.4871455007,1173388.7144740585,1173393.3576997137,1173390.0361830564
6260,1170580.8674737567,1170580.8119722721,1170580.671257396,1170578.0083259968,1170577.9963617856,1170580.2276847379,1170580.9885974051,1170576.2166928232,1170580.8595441019,1170577.5394459243
6261,1167769.3019023116,1167769.2465020064,1167769.1055729364,1167766.443526897,1167766.4324877525,1167768.6626851454,1167769.4233263168,1167764.652196102,1167769.2946674905,1167765.9759972778
6262,1164958.6763637636,1164958.6210651707,1164958.4799209866,1164955.818766728,1164955.8086571235,1164958.0377217252,1164958.7980894768,1164954.0277412166,1164958.6698271353,1164955.3525944564
6263,1162148.9976784443,1162148.9424821003,1162148.801121877,1162146.1408658798,1162146.1316903192,1162148.3596148354,1162149.1197072251,1162144.3501485877,1162148.9918433903,1162145.6760579005
6264,1159340.2727304923,1159340.2176369384,1159340.0760597452,1159337.4167085516,1159337.4084715685,1159339.6352486413,1159340.3950637097,1159335.6263024455,1159340.2676004178,1159336.953271858
6265,1156532.5084685741,1156532.4534783552,1156532.311683256,1156529.6532434686,1156529.6459496282,1156531.8715718356,1156532.6311076044,1156527.863151547,1156532.5040469067,1156529.1911851056
6266,1153725.7119066094,1153725.6570202743,1153725.5150063275,1153722.8574846117,1153722.85113851,1153725.075598365,1153725.8348528382,1153721.067709905,1153725.7081968004,1153722.3968116743
6267,1150919.8901245093,1150919.8353426114,1150919.6931088702,1150917.0365119537,1150917.0311182176,1150919.2544081677,1150920.0133793305,1150915.2470575247,1150919.8871300332,1150916.5772315883
